elapsed_sec,avg_power_node0_W,energy_node0_J
2.084764242172241,12.699405277725116,26.47526601985476
2.0271496772766113,12.034627712500505,24.395991683539563
2.004119396209717,12.13750544656232,24.325010087056626
1.9928927421569824,12.222321398071783,24.357775606527237
1.9999406337738037,12.237395812237216,24.47406513646659
1.9997036457061768,12.23142315269573,24.459221470620587
2.000126600265503,12.24756862699941,24.496687799438764
2.023729085922241,12.141385669685242,24.570875323141514
2.0241894721984863,12.116072346838838,24.525226088866383
2.0123937129974365,12.2307952551041,24.61317547633037
2.017599582672119,12.569003745243604,25.359216711007797
2.004629373550415,12.261861240576,24.580487217257982
2.0024118423461914,12.256129781190156,24.541819415187003
2.0050835609436035,12.212527395835801,24.48713791896376
2.0111758708953857,12.165076661860699,24.466108649926824
2.005533456802368,12.214147108477516,24.49588067235756
2.0039193630218506,12.24643919463228,24.540876630193345
2.018467664718628,12.221818147067102,24.669344733926284
1.9935874938964844,12.397769270237571,24.716037769359765
1.9920215606689453,12.290015023117169,24.481974906994648
1.9974899291992188,12.30649575122221,24.58210132679934
2.0076143741607666,12.175194864472532,24.4430962181234
2.0023252964019775,12.214427892690685,24.45725795061246
1.9944431781768799,12.311893845144404,24.55537268988617
2.0171914100646973,12.241874784768463,24.69420465892256
2.0133776664733887,12.496290798900402,25.15975280826297
1.9983561038970947,12.25909377135834,24.498034866240797
1.9958910942077637,12.35790005887107,24.66502267061037
1.9966702461242676,12.25637775666525,24.471944791992804
1.9855296611785889,12.304437874279841,24.43082636351185
2.000779867172241,12.26062540688617,24.530812473038317
1.9971089363098145,12.317507135687771,24.599403573741956
1.9970345497131348,12.314463735790953,24.592409541564013
2.0042076110839844,12.248206909116714,24.547949509383162
2.0018763542175293,12.273291625030408,24.569612292564408
2.00361967086792,12.289433461701806,24.623350627688176
2.003974676132202,12.50750396900977,25.06472121551859
2.0133845806121826,12.224720365228306,24.6130634856464
2.0138142108917236,12.36573999772715,24.902302935615126
2.005180835723877,12.266924865659034,24.59740265388419
2.018087387084961,12.472404426325976,25.17040205939109
2.006241798400879,12.228711710440628,24.533752574080292
1.9963772296905518,12.33712548571085,24.62955639950813
2.0101656913757324,12.371933696780394,24.86963665324328
1.991445779800415,12.339484885392562,24.573415099926024
1.9954805374145508,12.318368336491977,24.581064268173396
2.0084478855133057,12.254797643238177,24.61312241395516
2.010134220123291,12.262756699701542,24.649786875116224
2.0393617153167725,12.536202013501448,25.56585044181189
2.0874061584472656,13.371017310023719,27.910743877648503
2.001713275909424,12.266534623619151,24.55408520550106
2.008206844329834,12.201332141066342,24.502798715631016
2.003847360610962,12.385261293600237,24.818173153657945
1.9904518127441406,12.39048838576574,24.66267006823264
1.9805636405944824,12.369516600925364,24.498614831522627
2.0072968006134033,12.60493565347119,25.301847009150535
1.992027759552002,12.348291756575204,24.59813996214496
1.9989023208618164,12.28202935788096,24.550576988361215
2.0035340785980225,12.287985050068055,24.619396805114377
1.9988665580749512,12.379392218768537,24.7447531153897
2.00093674659729,12.26567702553933,24.542843882295795
2.002509117126465,12.272757369703719,24.576308525112708
1.9888160228729248,12.434247395591365,24.72943045271804
2.0127692222595215,12.159950278420938,24.475173664611763
1.997892141342163,12.255070427118238,24.484308897934273
2.0009844303131104,12.293193643918718,24.598489080305445
2.0034291744232178,12.343418485769499,24.729164706505472
2.0024502277374268,12.33825777185919,24.70674708514251
2.0081424713134766,12.315203176173322,24.73068254092827
1.9985876083374023,12.291748153414783,24.566135544218934
2.0052201747894287,12.585711649744098,25.23712291414921
2.0058696269989014,12.2557470679985,24.583430799879032
1.988426923751831,12.346276880625679,24.54966935753087
2.0046026706695557,12.275127317930723,24.60675300433275
2.000298023223877,12.353667268816924,24.711016217380003
1.9973235130310059,12.283116822264223,24.53335804241502
1.9993796348571777,12.28922398512339,24.570824164054077
1.9962105751037598,12.410333207365436,24.773638389104246
1.9993245601654053,12.314076905676345,24.61983639328433
1.9965298175811768,12.304747398609361,24.566795079128006
1.9916672706604004,12.361369190164304,24.6197344366001
2.0080270767211914,12.263433621771505,24.62530676609021
1.9993836879730225,12.334124071791075,24.660646474574474
2.045348644256592,13.077576826776514,26.748204032808765
2.0206305980682373,12.259984695251942,24.77290020707437
2.0157663822174072,12.498267449396927,25.193587360456426
2.003199577331543,12.29163078928686,24.622589601814816
2.010026454925537,12.249645658818716,24.622111837689378
1.999922752380371,12.428900133756445,24.85684016456295
2.012169361114502,12.379714795568331,24.910082810978476
2.007877826690674,12.32375868343507,24.744601801955927
1.9993648529052734,12.265020715523141,24.522251338772055
2.001408576965332,12.281942627365876,24.581185316206188
2.006117343902588,12.398708515884598,24.873264195708806
1.995748519897461,12.374225987315508,24.695843199061624
2.003162145614624,12.263718496627803,24.5662166569187
1.9954476356506348,12.539573396229933,25.02206208557462
2.0039408206939697,12.270323640766602,24.589002426858443
1.9879565238952637,12.441582873852637,24.73332584165893
1.9961297512054443,12.507267054727482,24.966127874213218
